id,production_location,production_location2,sale_location,sale_location2,types_of_sampling,food_category,adulterant_category,adulterant,food_specifications_model_list,mandate_level,manufacturer_type,sampled_location_type,grade
3510,浙江省,丽水市,浙江省,丽水市,Same Place,pastry,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,3
6610,江苏省,苏州市,江苏省,扬州市,Off-site,nut and nut product,Specification,过氧化值,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
8726,四川省,绵阳市,四川省,绵阳市,Same Place,vegetable and vegetable product,Food additive,二氧化硫,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
1079,吉林省,四平市,吉林省,四平市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
4573,河南省,郑州市,河南省,焦作市,Off-site,pastry,Specification,脂肪,Bulk weighing,Provincially Mandated,manufacturer,chain supermarket,0
5869,河南省,周口市,河南省,周口市,Same Place,condiment,Specification,氨基酸态氮,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
5478,辽宁省,沈阳市,辽宁省,沈阳市,Same Place,sugar,Specification,色值,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
7521,四川省,成都市,四川省,自贡市,Off-site,"edible oil, fat and their product",Specification,过氧化值,Bulk weighing,Provincially Mandated,manufacturer,restaurant,0
1139,安徽省,合肥市,安徽省,合肥市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
6468,吉林省,辽源市,吉林省,辽源市,Same Place,condiment,Specification,总酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
3431,浙江省,杭州市,浙江省,杭州市,Same Place,pastry,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
8206,贵州省,铜仁市,贵州省,铜仁市,Same Place,egg and egg product,Environmental contaminant,铅,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
7580,江苏省,泰州市,江苏省,泰州市,Same Place,"edible oil, fat and their product",Specification,溶剂残留,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
3552,安徽省,合肥市,安徽省,合肥市,Same Place,pastry,Microbial contamination,菌落总数,Bulk weighing,Nationally Mandated,manufacturer,chain supermarket,0
5717,湖北省,宜昌市,湖北省,荆门市,Off-site,snack,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
2898,福建省,厦门市,广东省,广州市,Off-site,convenience food,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
2862,河南省,焦作市,河南省,鹤壁市,Off-site,convenience food,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,wholesale market,0
3704,湖北省,武汉市,湖北省,咸宁市,Off-site,pastry,Microbial contamination,霉菌,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
2905,河南省,周口市,河南省,周口市,Same Place,convenience food,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
908,广东省,湛江市,广东省,佛山市,Off-site,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7491,江西省,吉安市,江西省,吉安市,Same Place,"edible oil, fat and their product",Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
1135,湖北省,武汉市,浙江省,宁波市,Off-site,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
5751,四川省,成都市,四川省,资阳市,Off-site,snack,Specification,水分,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
5464,青海省,西宁市,青海省,果洛藏族自治州,Off-site,sugar,Specification,还原糖分,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
9047,安徽省,黄山市,安徽省,合肥市,Off-site,tea and tea product,Pesticide and veterinary drug,草甘膦,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
4241,安徽省,滁州市,安徽省,滁州市,Same Place,pastry,Food additive,脱氢乙酸,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
8924,吉林省,延边朝鲜族自治州,吉林省,延边朝鲜族自治州,Same Place,vegetable and vegetable product,Food additive,糖精钠,Pre-packaged,Nationally Mandated,wet market/wholesale market,other supermarket/convenience store,0
4291,浙江省,嘉兴市,浙江省,嘉兴市,Same Place,pastry,Food additive,脱氢乙酸,Bulk weighing,Nationally Mandated,manufacturer,manufacturer,0
5063,浙江省,宁波市,浙江省,宁波市,Same Place,pastry,Microbial contamination,脂肪;菌落总数,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
5495,陕西省,渭南市,陕西省,渭南市,Same Place,restaurant food,Food additive,苯甲酸;糖精钠,Bulk weighing,Provincially Mandated,restaurant,restaurant,0
6280,河南省,焦作市,河南省,焦作市,Same Place,condiment,Food additive,柠檬黄及其铝色淀,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
3855,广东省,江门市,广东省,江门市,Same Place,pastry,Microbial contamination,霉菌,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
582,河南省,商丘市,河南省,商丘市,Same Place,cereal and cereal product,Environmental contaminant,铅,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
2795,河南省,平顶山市,河南省,郑州市,Off-site,convenience food,Microbial contamination,菌落总数,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1431,安徽省,亳州市,安徽省,亳州市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
6472,黑龙江省,双鸭山市,黑龙江省,双鸭山市,Same Place,condiment,Specification,总酸,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
275,浙江省,衢州市,浙江省,衢州市,Same Place,cereal and cereal product,Environmental contaminant,镉,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
8253,山东省,潍坊市,山东省,淄博市,Off-site,vegetable and vegetable product,Food additive,苯甲酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
2712,山西省,朔州市,山西省,朔州市,Same Place,convenience food,Microbial contamination,菌落总数;大肠菌群;霉菌,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,3
4349,河北省,衡水市,广东省,东莞市,Off-site,pastry,Food additive,脱氢乙酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
291,河南省,漯河市,河南省,信阳市,Off-site,cereal and cereal product,Toxin,脱氧雪腐镰刀菌烯醇,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
6562,江苏省,南京市,甘肃省,嘉峪关市,Off-site,nut and nut product,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,wholesale market,0
4338,山东省,威海市,山东省,威海市,Same Place,pastry,Food additive,脱氢乙酸,Pre-packaged,Provincially Mandated,restaurant,restaurant,0
8898,甘肃省,张掖市,甘肃省,张掖市,Same Place,vegetable and vegetable product,Specification,水分,Pre-packaged,Provincially Mandated,wet market/wholesale market,wet market/wholesale market,0
1367,四川省,巴中市,四川省,巴中市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2982,河南省,驻马店市,河南省,驻马店市,Same Place,pastry,Food additive,二氧化硫,Bulk weighing,Nationally Mandated,manufacturer,manufacturer,0
5025,浙江省,宁波市,浙江省,宁波市,Same Place,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
792,广东省,湛江市,广东省,湛江市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
2319,河北省,石家庄市,河北省,石家庄市,Same Place,meat and meat product,Food additive,山梨酸,Pre-packaged,Provincially Mandated,manufacturer,wholesale market,0
6138,湖北省,孝感市,湖北省,孝感市,Same Place,condiment,Microbial contamination,大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
5491,陕西省,渭南市,陕西省,渭南市,Same Place,restaurant food,Food additive,苯甲酸;糖精钠,Bulk weighing,Provincially Mandated,restaurant,restaurant,0
7115,浙江省,嘉兴市,浙江省,嘉兴市,Same Place,nut and nut product,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,1
1346,内蒙古自治区,呼伦贝尔市,内蒙古自治区,呼伦贝尔市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
3214,湖南省,岳阳市,四川省,绵阳市,Off-site,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
4025,山东省,德州市,山东省,德州市,Same Place,pastry,Food additive,山梨酸;纳他霉素;防腐剂混合使用时各自用量占其最大使用量比例之和;菌落总数,Bulk weighing,Nationally Mandated,manufacturer,other supermarket/convenience store,2
298,河南省,开封市,河南省,郑州市,Off-site,cereal and cereal product,Environmental contaminant,苯并[a]芘,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
8605,吉林省,松原市,吉林省,松原市,Same Place,vegetable and vegetable product,Food additive,二氧化硫,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,1
50,浙江省,宁波市,浙江省,宁波市,Same Place,bee product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
5531,陕西省,渭南市,陕西省,渭南市,Same Place,restaurant food,Food additive,糖精钠,Bulk weighing,Provincially Mandated,manufacturer,manufacturer,0
5634,四川省,雅安市,四川省,雅安市,Same Place,restaurant food,Food additive,铝,Bulk weighing,Provincially Mandated,eatery,eatery,0
5294,湖南省,长沙市,湖南省,长沙市,Same Place,aquatic product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
8383,黑龙江省,牡丹江市,黑龙江省,牡丹江市,Same Place,vegetable and vegetable product,Food additive,苯甲酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
8887,吉林省,白山市,吉林省,白山市,Same Place,vegetable and vegetable product,Food additive,山梨酸,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
8084,广东省,云浮市,广东省,湛江市,Off-site,fruit and fruit product,Environmental contaminant,铅,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
8265,湖北省,襄阳市,湖北省,襄阳市,Same Place,vegetable and vegetable product,Food additive,苯甲酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1911,浙江省,金华市,浙江省,金华市,Same Place,meat and meat product,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
6920,广东省,河源市,广东省,东莞市,Off-site,nut and nut product,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
2183,安徽省,阜阳市,四川省,绵阳市,Off-site,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
5277,山东省,威海市,山东省,威海市,Same Place,aquatic product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,3
7461,湖北省,荆州市,湖北省,荆州市,Same Place,"edible oil, fat and their product",Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
379,河北省,秦皇岛市,河北省,秦皇岛市,Same Place,cereal and cereal product,Food additive,铝,Pre-packaged,Provincially Mandated,manufacturer,restaurant,0
7710,河北省,沧州市,河北省,沧州市,Same Place,fruit and fruit product,Microbial contamination,大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,wet market/wholesale market,0
4366,河南省,郑州市,黑龙江省,齐齐哈尔市,Off-site,pastry,Food additive,脱氢乙酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7338,河北省,衡水市,河北省,衡水市,Same Place,"edible oil, fat and their product",Environmental contaminant,苯并[a]芘,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
1492,四川省,雅安市,四川省,雅安市,Same Place,alcohol,Specification,酒精度,Bulk weighing,Provincially Mandated,wholesale/retail,wholesale/retail,0
7462,山西省,临汾市,山西省,临汾市,Same Place,"edible oil, fat and their product",Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
4232,广西壮族自治区,南宁市,广西壮族自治区,柳州市,Off-site,pastry,Food additive,脱氢乙酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1322,四川省,德阳市,四川省,德阳市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
